year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,mark,model
2017,550000,2.0,Diesel,Individual,Manual,Second Owner,25.0,1186,73.97,190.25nm @ 1750-2250 ,5,Hyundai,Xcent
2016,380000,70.0,Diesel,Individual,Manual,First Owner,27.2,1047,69.0,140  @ 1800-3000 ,5,Tata,Tiago
2013,350000,90.0,Petrol,Individual,Automatic,Second Owner,17.9,1498,99.6,134  @ 4000 ,5,Nissan,Sunny
2019,610000,2.0,Petrol,Individual,Manual,First Owner,18.0,1197,81.86,117nm @ 4000 ,5,Hyundai,Elite
2015,525000,20.0,Petrol,Individual,Manual,First Owner,20.8,1197,83.14,115  @ 4000 ,5,Maruti,Swift
2011,480000,120.0,Diesel,Individual,Manual,First Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),7,Toyota,Innova
2017,780000,35.0,Diesel,Individual,Manual,First Owner,16.5,2498,105.0,247  @ 1800-2000 ,6,Mahindra,Thar
2012,320000,193.0,Diesel,Individual,Manual,First Owner,19.0,1248,73.9,190  @ 2000 ,5,Maruti,Swift
2014,375000,80.0,Petrol,Individual,Manual,First Owner,20.0,1197,81.8,113  @ 4200 ,5,Maruti,Swift
2019,300000,40.0,Petrol,Individual,Manual,First Owner,19.0,1198,67.05,104  @ 4000 ,5,Datsun,GO
2015,500000,70.0,Diesel,Individual,Manual,Fourth & Above Owner,22.5,1396,88.73,219.7  @ 1500-2750 ,5,Hyundai,i20
2011,404000,122.358,Diesel,Individual,Manual,First Owner,12.0,2179,120.0,290  @ 1800-2800 ,9,Mahindra,Scorpio
2017,350000,120.0,Diesel,Individual,Manual,First Owner,27.2,1047,69.0,140  @ 1800-3000 ,5,Tata,Tiago
2015,380000,40.0,Petrol,Individual,Manual,First Owner,17.5,1193,88.7,140  @ 1500-4000 ,5,Tata,Zest
2014,335000,33.033,Petrol,Dealer,Manual,First Owner,19.0,1198,86.8,109  @ 4500 ,5,Honda,Brio
2015,465000,63.063,Petrol,Dealer,Automatic,First Owner,18.0,1197,82.0,114  @ 4000 ,5,Hyundai,Grand
2012,290000,60.0,Diesel,Individual,Manual,First Owner,21.0,1248,88.76,200  @ 1750-3000 ,5,Tata,Manza
2005,110000,45.0,Petrol,Individual,Manual,Second Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2007,210000,207.89,Diesel,Individual,Manual,Second Owner,13.0,2523,63.0,180  @ 1440-1500 ,7,Mahindra,Bolero
2018,4600000,7.976,Diesel,Individual,Automatic,First Owner,17.0,2143,170.0,400  @ 1400-2800 ,5,Mercedes-Benz,GL-Class
2016,220000,35.0,Petrol,Individual,Manual,First Owner,16.0,796,34.2,59  @ 2500 ,8,Maruti,Omni
2017,450000,35.0,Petrol,Individual,Manual,First Owner,18.0,1197,82.0,114  @ 4000 ,5,Hyundai,Grand
2013,290000,50.0,Petrol,Individual,Automatic,First Owner,16.9,1197,78.9,111.8  @ 4000 ,5,Hyundai,i10
2011,265000,20.0,Petrol,Individual,Automatic,First Owner,16.9,1197,78.9,111.8  @ 4000 ,5,Hyundai,i10
2012,330000,50.0,Petrol,Individual,Manual,Second Owner,18.0,1197,85.8,114  @ 4000 ,5,Maruti,Swift
2014,509999,120.0,Diesel,Individual,Manual,First Owner,15.9,2523,62.1,195  @ 1400-2200 ,7,Mahindra,Bolero
2014,500000,70.0,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,154.9  @ 4200 ,5,Hyundai,Verna
2015,525000,50.0,Petrol,Individual,Manual,First Owner,17.1,1197,81.86,114.73  @ 4000 ,5,Hyundai,i20
2019,675000,16.5,Petrol,Individual,Manual,First Owner,21.0,1197,81.8,113  @ 4200 ,5,Maruti,Baleno
2010,300000,70.0,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,"11.4 @ 4,000  ",5,Hyundai,i20
2005,90000,99.361,Petrol,Individual,Manual,Second Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2014,409000,70.0,Petrol,Individual,Manual,Second Owner,19.0,1197,85.8,114  @ 4000 ,5,Maruti,Swift
2015,395000,80.0,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,160  @ 1500-2750 ,5,Hyundai,Grand
2014,400000,70.0,Petrol,Individual,Manual,Second Owner,19.0,1197,85.8,114  @ 4000 ,5,Maruti,Swift
2012,120000,60.0,Petrol,Individual,Manual,Third Owner,18.0,1199,79.4,108  @ 4400 ,5,Chevrolet,Beat
2018,645000,10.0,Petrol,Individual,Automatic,First Owner,20.0,1199,84.0,114  @ 3500 ,5,Tata,Tigor
2006,81000,80.0,Petrol,Individual,Manual,First Owner,16.0,796,37.0,59  @ 2500 ,4,Maruti,800
2017,1300000,30.0,Diesel,Individual,Manual,First Owner,25.0,1498,97.9,200  @ 1750 ,5,Honda,City
2017,1250000,33.0,Diesel,Individual,Manual,First Owner,25.0,1498,97.9,200  @ 1750 ,5,Honda,City
2013,535000,90.0,Petrol,Individual,Manual,Third Owner,16.0,1373,93.7,130  @ 4000 ,7,Maruti,Ertiga
2014,555000,80.1,Diesel,Individual,Manual,Second Owner,19.0,1461,108.5,248  @ 2250 ,5,Nissan,Terrano
2014,725000,120.0,Petrol,Individual,Manual,First Owner,17.0,1497,117.3,145  @ 4600 ,5,Honda,City
2016,229999,40.0,Petrol,Individual,Manual,First Owner,25.1,799,53.3,72  @ 4386 ,5,Renault,KWID
2013,800000,160.0,Diesel,Individual,Manual,Second Owner,12.9,2494,100.6,200  @ 1200-3600 ,8,Toyota,Innova
2017,409999,47.0,Petrol,Individual,Manual,First Owner,20.5,998,67.04,90  @ 3500 ,5,Maruti,Wagon
2018,1210000,25.0,Diesel,Individual,Manual,First Owner,21.3,1396,88.7,219.7  @ 1500-2750 ,5,Hyundai,Creta
2017,400000,26.0,Petrol,Individual,Manual,First Owner,23.8,1199,84.0,114  @ 3500 ,5,Tata,Tiago
2018,520000,29.0,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,190.24nm @ 1750-2250 ,5,Hyundai,Grand
2016,650000,50.0,Petrol,Individual,Automatic,First Owner,21.0,1197,83.1,115  @ 4000 ,5,Maruti,Baleno
2011,325000,58.0,Petrol,Individual,Manual,Third Owner,16.0,1298,88.2,"11.5 @ 4,500 @  )",5,Maruti,Swift
2012,420000,120.0,Petrol,Individual,Automatic,First Owner,17.0,1197,85.8,114  @ 4000 ,5,Maruti,Swift
2003,65000,60.0,Petrol,Individual,Manual,Fourth & Above Owner,17.0,993,60.0,78  @ 4500 ,5,Maruti,Zen
2017,351000,36.0,Petrol,Individual,Manual,First Owner,23.0,998,67.04,90  @ 3500 ,5,Maruti,Celerio
2007,404000,120.0,Diesel,Individual,Manual,Third Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),8,Toyota,Innova
2011,185000,185.0,Diesel,Individual,Manual,Third Owner,21.0,1248,73.9,190  @ 2000 ,5,Maruti,Ritz
2011,250000,50.0,Diesel,Individual,Manual,First Owner,23.0,1461,63.1,160  @ 2000 ,5,Nissan,Micra
2002,60000,100.0,Petrol,Individual,Manual,Fourth & Above Owner,17.0,993,60.0,78  @ 4500 ,5,Maruti,Zen
2013,500000,50.0,Petrol,Individual,Manual,Second Owner,17.0,1591,121.3,154.9  @ 4200 ,5,Hyundai,Verna
2007,85000,80.0,Petrol,Individual,Manual,Second Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Zen
2005,85000,80.0,Petrol,Individual,Manual,Fourth & Above Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2010,130000,162.0,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,90  @ 3500 ,5,Maruti,A-Star
2013,480000,110.0,Diesel,Individual,Manual,Third Owner,20.7,1248,88.76,200  @ 1750 ,7,Maruti,Ertiga
2008,170000,120.0,Diesel,Individual,Manual,Third Owner,17.0,1248,75.0,190  @ 2000 ,5,Maruti,Swift
2011,275000,45.0,Diesel,Individual,Manual,First Owner,23.0,1461,63.1,160  @ 2000 ,5,Nissan,Micra
2005,89000,90.0,Petrol,Individual,Manual,Second Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Wagon
2010,170000,90.0,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160  @ 2000 ,5,Ford,Figo
2017,1100000,67.0,Diesel,Individual,Automatic,First Owner,17.0,1582,126.2,259.9  @ 1900-2750 ,5,Hyundai,Creta
2018,610000,52.0,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,113  @ 4200 ,5,Maruti,Swift
2016,335000,40.0,Petrol,Dealer,Manual,First Owner,20.6,1198,67.0,104  @ 4000 ,5,Datsun,GO
2018,3000000,35.0,Diesel,Individual,Manual,First Owner,14.2,2755,174.5,420  @ 1400-2600 ,7,Toyota,Fortuner
2018,390000,13.0,Petrol,Dealer,Manual,First Owner,20.7,799,53.26,72  @ 4386 ,5,Renault,KWID
2012,325000,40.0,Petrol,Dealer,Manual,First Owner,18.0,1198,86.8,109  @ 4500 ,5,Honda,Brio
2019,640000,10.0,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,110  @ 3750 ,5,Volkswagen,Ameo
2012,450000,9.0,Petrol,Dealer,Manual,First Owner,16.9,1498,97.7,134  @ 4000 ,5,Nissan,Sunny
2013,400000,70.0,Diesel,Dealer,Manual,Second Owner,23.5,1364,67.06,170  @ 1800-2400 ,5,Toyota,Etios
2009,215000,60.0,Petrol,Dealer,Manual,First Owner,20.3,1197,78.9,111.8  @ 4000 ,5,Hyundai,i10
2014,570000,40.0,Diesel,Dealer,Manual,First Owner,20.4,1461,83.8,200  @ 1900 ,5,Renault,Duster
2012,680000,93.0,Diesel,Dealer,Manual,First Owner,15.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2008,325000,80.0,Diesel,Individual,Manual,Fourth & Above Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),7,Toyota,Innova
2011,150000,50.0,Petrol,Individual,Manual,Second Owner,15.6,1193,64.08,100  @ 2700 ,5,Tata,Indigo
2013,690000,68.0,Petrol,Dealer,Automatic,First Owner,14.0,1797,147.5,177.5  @ 4700 ,5,Hyundai,Elantra
2012,64000,18.0,Petrol,Dealer,Manual,First Owner,25.0,624,37.5,51  @ 4000 ,4,Tata,Nano
2013,250000,120.0,Diesel,Individual,Manual,First Owner,23.0,1461,63.1,160  @ 2000 ,5,Nissan,Micra
2005,65000,35.0,Petrol,Individual,Manual,First Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Wagon
2016,550000,60.0,Diesel,Individual,Manual,Second Owner,26.5,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2016,300000,30.0,Petrol,Individual,Manual,First Owner,25.1,799,53.3,72  @ 4386 ,5,Renault,KWID
2016,800000,70.0,Petrol,Individual,Automatic,First Owner,16.3,1798,189.3,250  @ 1250-5300 ,5,Volkswagen,GTI
2015,503000,110.0,Diesel,Individual,Manual,First Owner,14.0,2179,147.94,320  @ 1500-3000 ,7,Tata,Safari
2013,225000,58.343,Petrol,Trustmark Dealer,Manual,First Owner,21.7,998,67.05,90  @ 3500 ,5,Maruti,Wagon
2018,740000,38.817,Diesel,Dealer,Manual,First Owner,27.3,1248,74.0,190  @ 2000 ,5,Maruti,Baleno
2016,550000,56.494,Petrol,Trustmark Dealer,Manual,First Owner,18.0,1199,88.7,110  @ 4800 ,5,Honda,Jazz
2013,750000,79.328,Diesel,Trustmark Dealer,Manual,Second Owner,12.9,2494,100.6,200  @ 1200-3600 ,7,Toyota,Innova
2019,650000,5.621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113  @ 4200 ,5,Maruti,Swift
2017,625000,25.538,Petrol,Trustmark Dealer,Manual,First Owner,16.7,1496,88.73,132  @ 3000 ,5,Toyota,Etios
2018,600000,69.779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113  @ 4200 ,5,Maruti,Swift
2017,450000,56.29,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,190.24nm @ 1750-2250 ,5,Hyundai,Grand
2019,5500000,8.5,Diesel,Dealer,Automatic,First Owner,16.7,1995,190.0,400  @ 1750-2500 ,5,BMW,X4
2019,779000,7.032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110  @ 4800 ,5,Honda,Amaze
2018,2475000,2.0,Diesel,Dealer,Automatic,First Owner,16.0,1984,150.0,350  @ 1500-2750 ,5,Volvo,V40
2009,500000,120.0,Petrol,Individual,Automatic,Second Owner,11.0,2354,158.8,218  @ 4200 ,5,Honda,CR-V
2015,480000,90.0,Diesel,Individual,Manual,First Owner,26.5,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2014,535000,70.0,Diesel,Individual,Manual,Third Owner,22.3,1582,126.32,259.8  @ 1900-2750 ,5,Hyundai,Verna
2005,250000,240.0,Diesel,Individual,Manual,Third Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),8,Toyota,Innova
2012,300000,100.0,Diesel,Individual,Manual,Second Owner,21.0,1248,88.8,200  @ 1750 ,5,Maruti,SX4
2009,340000,214.0,Diesel,Individual,Manual,Second Owner,16.0,1493,110.0,"24 @ 1,900-2,750 @  )",5,Hyundai,Verna
2016,240000,50.0,Petrol,Individual,Manual,First Owner,22.7,796,47.3,69  @ 3500 ,5,Maruti,Alto
2018,1085000,1.0,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,145  @ 4600 ,5,Honda,City
2017,750000,19.0,Diesel,Individual,Automatic,First Owner,28.0,1248,74.02,190  @ 2000 ,5,Maruti,Swift
2012,95000,265.0,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,"13.5 @ 2,500 @  )",5,Tata,Indigo
2020,409999,35.0,Other,Individual,Manual,First Owner,29.23,1196,61.7,85  @ 3000 ,5,Maruti,Eeco
2014,215000,80.0,Petrol,Individual,Manual,Second Owner,23.9,998,67.05,90  @ 3500 ,5,Maruti,Alto
2016,1290000,50.0,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2010,150000,80.0,Petrol,Individual,Manual,First Owner,20.9,998,67.1,90  @ 3500 ,5,Maruti,Alto
2018,325000,100.0,Petrol,Individual,Manual,First Owner,23.8,1199,84.0,114  @ 3500 ,5,Tata,Tiago
2013,260000,120.0,Petrol,Individual,Manual,Second Owner,15.0,1196,73.0,101  @ 3000 ,5,Maruti,Eeco
2019,3800000,20.0,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400 ,5,Volvo,XC40
2019,5400000,7.5,Diesel,Dealer,Automatic,First Owner,16.7,1995,190.0,400  @ 1750-2500 ,5,BMW,X4
2019,700000,40.0,Diesel,Individual,Automatic,First Owner,23.0,1498,78.9,160  @ 1750 ,5,Honda,Amaze
2017,950000,45.0,Diesel,Individual,Manual,First Owner,21.3,1396,88.7,219.7  @ 1500-2750 ,5,Hyundai,Creta
2010,160000,80.0,Petrol,Individual,Manual,Second Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2015,409999,135.0,Diesel,Individual,Manual,Second Owner,24.0,1120,71.01,180.4  @ 1750-2500 ,5,Hyundai,Xcent
2015,840000,120.0,Diesel,Individual,Manual,Second Owner,12.9,2494,100.6,200  @ 1400-3400 ,7,Toyota,Innova
2013,450000,67.0,Diesel,Individual,Manual,First Owner,23.5,1364,67.1,170  @ 1800-2400 ,5,Toyota,Etios
2017,900000,50.0,Diesel,Individual,Manual,First Owner,28.0,1248,74.02,190  @ 2000 ,5,Maruti,Swift
2008,570000,134.0,Diesel,Individual,Manual,Second Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),7,Toyota,Innova
2011,254999,110.0,Diesel,Individual,Manual,Second Owner,23.0,1461,63.1,160  @ 2000 ,5,Nissan,Micra
2009,130000,40.0,Petrol,Individual,Manual,First Owner,16.0,796,37.0,59  @ 2500 ,4,Maruti,800
2013,530000,120.0,Diesel,Individual,Manual,Second Owner,23.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2015,520000,110.0,Diesel,Individual,Manual,Second Owner,20.1,1498,88.8,230  @ 1500-2500 ,5,Volkswagen,Polo
2011,229999,170.0,Diesel,Individual,Manual,Second Owner,21.0,1461,64.1,160  @ 2000 ,5,Mahindra,Verito
2004,81000,80.0,Petrol,Individual,Manual,Second Owner,16.0,796,37.0,59  @ 2500 ,4,Maruti,800
2016,600000,47.0,Diesel,Individual,Manual,First Owner,25.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2015,409999,93.0,Petrol,Individual,Manual,First Owner,19.0,1197,81.86,113.75  @ 4000 ,5,Hyundai,Xcent
2015,292000,70.0,Diesel,Individual,Manual,First Owner,20.0,1399,68.05,160  @ 2000 ,5,Ford,Figo
2012,390000,80.0,Diesel,Individual,Manual,First Owner,13.9,2179,138.03,320  @ 1700-2700 ,7,Tata,Safari
2016,550000,44.0,Petrol,Individual,Manual,First Owner,18.1,1196,86.8,112  @ 4000 ,5,Ford,Figo
2014,385000,25.0,Petrol,Individual,Manual,First Owner,23.0,998,67.04,90  @ 3500 ,5,Maruti,Celerio
2016,800000,25.0,Petrol,Individual,Manual,First Owner,15.2,1591,121.3,151  @ 4850 ,5,Hyundai,Creta
2019,675000,10.0,Petrol,Individual,Manual,First Owner,21.2,1197,81.8,113  @ 4200 ,5,Maruti,Swift
2018,1525000,50.0,Diesel,Individual,Manual,First Owner,17.0,2179,153.86,400  @ 1750-2500 ,7,Tata,Hexa
2018,950000,30.0,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205  @ 1750-3250 ,5,Ford,EcoSport
2015,610000,50.0,Diesel,Individual,Manual,Second Owner,21.1,1396,88.73,219.66nm @ 1500-2750 ,5,Hyundai,i20
2012,525000,120.0,Diesel,Individual,Manual,First Owner,22.5,1396,88.73,219.7  @ 1500-2750 ,5,Hyundai,i20
2015,375000,80.0,Diesel,Individual,Manual,First Owner,15.9,2523,62.1,195  @ 1400-2200 ,7,Mahindra,Bolero
2015,580000,90.0,Diesel,Individual,Manual,First Owner,20.4,1461,83.8,200  @ 1900 ,5,Nissan,Terrano
2015,434999,50.0,Petrol,Individual,Manual,Second Owner,20.0,1197,83.11,115  @ 4000 ,5,Maruti,Swift
2020,350000,2.136,Petrol,Individual,Manual,First Owner,22.0,999,67.0,91  @ 4250 ,5,Datsun,RediGO
2012,730000,250.0,Diesel,Individual,Manual,First Owner,12.9,2494,100.0,200  @ 1400-3400 ,7,Toyota,Innova
2015,1050000,120.0,Diesel,Individual,Manual,First Owner,12.9,2494,100.6,200  @ 1400-3400 ,7,Toyota,Innova
2017,735000,70.0,Diesel,Individual,Manual,First Owner,27.3,1248,74.0,190  @ 2000 ,5,Maruti,Baleno
2018,1050000,18.0,Diesel,Dealer,Manual,First Owner,19.0,1461,108.45,245  @ 1750 ,5,Renault,Duster
2016,420000,110.0,Diesel,Individual,Manual,Second Owner,18.0,1248,73.74,172.5  @ 1750 ,7,Chevrolet,Enjoy
2017,800000,60.0,Diesel,Individual,Manual,First Owner,23.6,1248,88.5,200  @ 1750 ,5,Maruti,SX4
2015,2000000,60.0,Diesel,Individual,Automatic,First Owner,12.5,2982,168.5,360  @ 1400-3200 ,7,Toyota,Fortuner
2016,600000,147.0,Diesel,Individual,Manual,Second Owner,26.5,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2015,1900000,130.0,Diesel,Individual,Automatic,First Owner,12.5,2982,168.5,360  @ 1400-3200 ,7,Toyota,Fortuner
2011,500000,99.5,Diesel,Individual,Manual,Third Owner,11.0,1991,147.9,320  @ 2000 ,7,Chevrolet,Captiva
2011,200000,110.0,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,135  @ 2500  ,5,Tata,Indica
2016,370000,35.0,Petrol,Individual,Manual,First Owner,19.4,1198,67.04,104  @ 4000 ,5,Nissan,Micra
2010,260000,110.0,Diesel,Individual,Manual,Second Owner,16.0,1493,110.0,24 KGM  @ 1900-2750 RPM,5,Hyundai,Verna
2014,610000,21.0,Petrol,Individual,Manual,First Owner,16.0,1373,93.7,130  @ 4000 ,7,Maruti,Ertiga
2013,300000,60.0,Diesel,Individual,Manual,Second Owner,23.0,1498,90.0,204  @ 2000-2750 ,5,Ford,Fiesta
2010,140000,40.0,Diesel,Individual,Manual,First Owner,16.0,1405,70.0,"14.3 @ 1,800-3,000 @  )",5,Tata,Indigo
2008,229999,50.0,Petrol,Individual,Manual,First Owner,19.8,1086,68.05,99.04  @ 4500 ,5,Hyundai,i10
2010,200000,65.0,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,90  @ 3500 ,5,Maruti,A-Star
2011,200000,80.0,Petrol,Individual,Manual,First Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Wagon
2015,560000,119.0,Diesel,Individual,Manual,First Owner,23.0,1582,126.2,259.9  @ 1900-2750 ,5,Hyundai,Verna
2016,750000,80.0,Diesel,Individual,Manual,First Owner,24.5,1248,88.5,200  @ 1750 ,7,Maruti,Ertiga
2017,585000,90.0,Diesel,Individual,Manual,First Owner,25.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2016,760000,20.0,Petrol,Individual,Manual,First Owner,17.0,1591,121.4,154.9  @ 4200 ,5,Hyundai,Verna
2014,430000,80.0,Diesel,Individual,Manual,Second Owner,25.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2020,480000,44.665,Diesel,Individual,Manual,First Owner,25.3,1198,77.0,190  @ 1750-2250 ,6,Mahindra,KUV
2019,643000,10.0,Diesel,Individual,Manual,First Owner,20.0,1493,113.4,250nm @ 1500-2750 ,5,Kia,Seltos
2018,500000,60.0,Petrol,Individual,Manual,First Owner,20.1,1197,81.86,113.75nm @ 4000 ,5,Hyundai,Xcent
2016,425000,22.0,Petrol,Individual,Manual,First Owner,18.0,1198,86.8,109  @ 4500 ,5,Honda,Brio
2014,250000,25.0,Petrol,Individual,Manual,First Owner,22.7,796,47.3,69  @ 3500 ,5,Maruti,Alto
2016,285000,70.0,Diesel,Individual,Manual,First Owner,27.6,793,47.0,125  @ 2000 ,5,Maruti,Celerio
2008,160000,123.0,Petrol,Individual,Manual,Third Owner,17.0,1298,85.8,114  @ 4000 ,5,Maruti,Swift
2011,250000,70.0,Diesel,Individual,Manual,Second Owner,20.5,1598,103.6,250  @ 1500-2500 ,5,Volkswagen,Vento
2013,409999,45.0,Diesel,Individual,Manual,First Owner,23.5,1364,67.06,170  @ 1800-2400 ,5,Toyota,Etios
2015,400000,40.0,Petrol,Individual,Automatic,First Owner,18.0,1197,82.0,114  @ 4000 ,5,Hyundai,Grand
2019,700000,30.0,Diesel,Individual,Manual,First Owner,28.0,1248,74.02,190  @ 2000 ,5,Maruti,Swift
2007,350000,90.0,Petrol,Individual,Automatic,First Owner,12.0,1799,130.0,172  @ 4300 ,5,Honda,Civic
2016,660000,34.0,Petrol,Individual,Manual,Second Owner,17.0,1373,91.1,130  @ 4000 ,7,Maruti,Ertiga
2017,268000,25.0,Petrol,Individual,Manual,First Owner,24.0,796,47.3,69  @ 3500 ,5,Maruti,Alto
2016,270000,50.0,Petrol,Individual,Manual,First Owner,22.7,796,47.3,69  @ 3500 ,5,Maruti,Alto
2013,300000,50.0,Diesel,Individual,Manual,First Owner,25.4,936,57.6,150  @ 1750 ,5,Chevrolet,Beat
2017,450000,90.0,Petrol,Individual,Manual,First Owner,23.8,1199,84.0,114  @ 3500 ,5,Tata,Tiago
2012,220000,70.0,Diesel,Individual,Manual,Second Owner,25.4,936,57.6,150  @ 1750 ,5,Chevrolet,Beat
2009,250000,146.0,Diesel,Individual,Manual,Second Owner,13.9,2179,138.0,320  @ 1700-2700 ,7,Tata,New
2012,300000,85.0,Petrol,Individual,Manual,Second Owner,15.0,1196,70.0,102  @ 4000 ,5,Ford,Figo
2009,88000,201.85,Diesel,Individual,Manual,Second Owner,17.8,1396,52.8,85  @ 2500 ,5,Tata,Indica
2016,561000,30.0,Diesel,Individual,Manual,First Owner,26.5,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2018,755000,15.0,Diesel,Individual,Manual,First Owner,28.0,1248,74.02,190  @ 2000 ,5,Maruti,Swift
2011,165000,90.0,Petrol,Individual,Manual,First Owner,20.9,998,67.1,90  @ 3500 ,5,Maruti,Alto
2008,190000,80.0,Diesel,Individual,Manual,Second Owner,19.0,1248,73.9,190  @ 2000 ,5,Maruti,Swift
2011,110000,50.0,Diesel,Individual,Manual,First Owner,17.0,1396,53.5,"8.5 @ 2,500 @  )",5,Tata,Indica
2012,320000,80.0,Diesel,Individual,Manual,Second Owner,13.0,2523,63.0,180  @ 1440-1500 ,8,Mahindra,Bolero
2016,540000,38.0,Petrol,Individual,Manual,First Owner,18.0,1197,81.83,114.7  @ 4000 ,5,Hyundai,i20
2016,270000,100.0,Petrol,Individual,Manual,Third Owner,15.3,1196,73.0,101  @ 3000 ,7,Maruti,Eeco
2012,450000,30.0,Petrol,Individual,Manual,First Owner,17.0,1197,85.8,114  @ 4000 ,5,Maruti,Swift
2014,450000,30.0,Petrol,Individual,Manual,First Owner,19.0,1197,85.8,114  @ 4000 ,5,Maruti,Swift
2015,200000,50.0,Petrol,Individual,Manual,First Owner,18.0,1199,76.8,106.5  @ 4400 ,5,Chevrolet,Beat
2016,400000,30.0,Petrol,Individual,Manual,First Owner,18.0,1199,82.4,108.5  @ 5000 ,5,Chevrolet,Sail
2009,125000,60.0,Petrol,Individual,Manual,Third Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2018,1600000,14.0,Diesel,Individual,Manual,First Owner,17.0,1956,170.0,350  @ 1750-2500 ,5,Jeep,Compass
2015,900000,22.0,Petrol,Individual,Manual,First Owner,17.0,1497,117.3,145  @ 4600 ,5,Honda,City
2012,450000,90.0,Diesel,Individual,Manual,First Owner,20.5,1598,103.6,250  @ 1500-2500 ,5,Volkswagen,Vento
2018,801000,20.0,Petrol,Individual,Manual,First Owner,18.0,1197,81.83,114.7  @ 4000 ,5,Hyundai,i20
2014,317000,15.0,Diesel,Individual,Manual,First Owner,15.4,1405,70.0,135  @ 2500 ,7,Tata,Venture
2014,330000,30.0,Petrol,Individual,Manual,Second Owner,18.0,1197,82.85,113.7  @ 4000 ,5,Hyundai,i20
2007,120000,110.0,Petrol,Individual,Manual,Second Owner,15.0,1341,83.0,115  @ 3200 ,5,Hyundai,Getz
2015,220000,80.0,Petrol,Individual,Manual,First Owner,18.0,1199,82.4,108.5  @ 5000 ,5,Chevrolet,Sail
2015,340000,110.0,Petrol,Individual,Manual,First Owner,17.5,1193,88.7,140  @ 1500-4000 ,5,Tata,Zest
2013,200000,70.0,Diesel,Individual,Manual,Second Owner,19.6,1399,67.0,160  @ 2000 ,5,Ford,Classic
2002,140000,50.0,Petrol,Individual,Manual,Second Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2013,1000000,190.0,Diesel,Individual,Manual,First Owner,12.9,2494,100.6,200  @ 1200-3600 ,8,Toyota,Innova
2010,495000,100.0,Diesel,Individual,Manual,Second Owner,13.0,2523,63.0,180  @ 1440-1500 ,7,Mahindra,Bolero
2015,236000,60.0,Petrol,Individual,Manual,First Owner,22.7,796,47.3,69  @ 3500 ,5,Maruti,Alto
2009,275000,90.0,Diesel,Individual,Manual,Second Owner,19.0,1248,73.9,190  @ 2000 ,5,Maruti,Swift
2017,775000,32.0,Diesel,Dealer,Manual,First Owner,24.0,1248,88.5,200  @ 1750 ,5,Maruti,Vitara
2016,1800000,30.0,Diesel,Individual,Automatic,First Owner,11.3,2755,171.5,360  @ 1200-3400 ,7,Toyota,Innova
2018,750000,5.0,Diesel,Individual,Manual,First Owner,24.0,1248,88.5,200  @ 1750 ,5,Maruti,Vitara
